Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,IC50,pChEMBL Value
CHEMBL4083524,,None,352.44,0,4.08,CCCNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1,1700,5.77
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,3300,5.48
CHEMBL2203383,,None,267.26,0,3.52,Cn1ccc2cc(-c3nc4ccc(F)nc4o3)ccc21,8,8.1
CHEMBL2203381,,None,258.26,0,2.49,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cn1,41.8,7.38
CHEMBL2203379,,None,257.27,0,3.09,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cc1,4,8.4
CHEMBL3667036,,None,530.42,2,5.57,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1,360,6.44
CHEMBL3667019,,None,476.33,1,5.15,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)CC(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,210,6.68
CHEMBL4110988,,None,363.51,0,3.81,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@]21N=C(C)C(N)=N1,0.7,9.15
CHEMBL3692701,,None,688.27,2,5.24,CN1C(=O)[C@@H](NCC(=O)Nc2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@H]2NS(=O)(=O)c2ccc(Cl)s2)N=C(c2ccccc2)c2ccccc21,800000,
CHEMBL231447,,None,520.1,1,4.84,CN1CCCC1CCNC(=O)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,220,6.66
CHEMBL205907,,None,506.69,1,4.99,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3)c2)C1=O,15,7.82
CHEMBL260867,,None,344.36,0,3.32,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c(O)c1,9700,5.01
CHEMBL2408103,,None,339.39,0,3.44,CCCNC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,19900,4.7
CHEMBL2203384,,None,254.22,0,2.91,Fc1ccc2nc(-c3cnc4[nH]ccc4c3)oc2n1,25.7,7.59
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,3100,5.51
CHEMBL3815140,,None,202.26,0,2.03,CC(C)Nc1nc(N)c2ccccc2n1,25000,
CHEMBL3815148,,None,284.75,0,3.48,Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,930,6.03
CHEMBL3814611,,None,318.3,0,3.84,Nc1nc(NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,2300,5.64
CHEMBL247728,,None,418.49,0,4.92,COc1cc(/C=C/c2cc(N(C)C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1900,5.72
CHEMBL382746,,None,352.29,0,4.75,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1noc(O)n1,,
CHEMBL194692,,None,326.29,0,4.87,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,70600,4.15
CHEMBL194692,,None,326.29,0,4.87,CC(C)(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1,,
CHEMBL1087548,,None,284.34,0,2.5,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,85,7.07
CHEMBL491406,,None,277.37,0,4.98,Cc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,3440,5.46
CHEMBL3916194,,None,434.49,0,4.62,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,7.4,8.13
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,15900,4.8
CHEMBL2408092,,None,342.39,0,3.71,CCOCCOc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,10500,4.98
CHEMBL2408106,,None,387.44,0,4.23,COc1ccc(C(=O)/C=C/c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,18900,4.72
CHEMBL2048302,,None,289.34,0,3.45,Oc1ccc2nc(-c3ccc(NCCF)nc3)sc2c1,33,7.48
CHEMBL2048303,,None,303.36,0,3.84,Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,66,7.18
CHEMBL2048313,,None,258.25,0,3.38,CNc1ccc(-c2cc3cc(O)ccc3o2)nc1F,35,7.46
CHEMBL858,EDETIC ACID,3,292.24,0,-2.07,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,28400,4.55
CHEMBL2425956,,None,321.34,0,2.21,Cc1nc2c(/C=C/C(=O)NO)cccc2c(=O)n1-c1ccccc1,50000,
CHEMBL3781419,,None,364.48,0,4.36,Cc1ccc(-c2cc(NCCNc3cc(-c4cccs4)[nH]n3)n[nH]2)cc1,29000,4.54
CHEMBL240071,,None,554.03,1,3.48,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,14,7.85
CHEMBL392878,,None,373.46,0,4.6,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,600,6.22
CHEMBL202877,,None,526.7,2,5.22,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)Nc2ccc(F)cc2)c1,6000,5.22
CHEMBL3286990,,None,452.39,0,3.72,COc1cc(/C=c2\sc3nc(-c4cccc(OC(F)(F)F)c4)cn3c2=O)cc(F)c1O,10000,
CHEMBL1458517,,None,221.28,0,2.44,Cc1nc2sc3c(c2c(=O)o1)CCCC3,1200,5.92
CHEMBL4744947,,None,287.3,0,2.83,O=c1cc(/C=C/c2nc3ccc(O)cc3s2)occ1O,5060,5.3
CHEMBL3883958,,None,467.58,0,2.87,OC[C@@H]1Cc2c([nH]c3ccccc23)CN1Cc1cn(C[C@@H]2Cc3c([nH]c4ccccc34)CN2)nn1,66360,4.18
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,630,6.2
CHEMBL195970,,None,313.15,0,4.99,CC(C(=O)O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,77000,4.11
CHEMBL196321,,None,274.29,0,3.69,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,67000,4.17
CHEMBL426291,,None,362.27,1,5.58,CC(C(=O)O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1C(F)(F)F,,
CHEMBL4568384,,None,434.92,1,6.7,CCOc1cc(CNc2ccc(OC)cc2)ccc1Oc1ccnc2cc(Cl)ccc12,46420,4.33
CHEMBL4542361,,None,331.18,None,None,CN(C)c1ccc2c3c(ccc2c1)OB(O)C(c1ccc(O)cc1)=C3,,
CHEMBL2381402,,None,377.44,0,3.86,COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,29000,4.54
CHEMBL2059206,,None,402.5,0,4.36,CN(C)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)C)c(O)c3)ncn2)cc1O,3400,5.47
CHEMBL2436709,,None,637.22,2,7.43,O=c1cc(-c2ccc(Cl)cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,,
CHEMBL2436708,,None,645.85,2,6.84,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1,,
CHEMBL3814813,,None,202.26,0,2.03,CCCNc1nc(N)nc2ccccc12,,
CHEMBL3798857,,None,390.44,0,3.54,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2,45.29,7.34
CHEMBL3797623,,None,408.89,0,4.49,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,77.45,7.11
CHEMBL3582129,,None,342.35,0,1.62,C[C@@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O,71900,4.14
CHEMBL389549,,None,503.02,1,4.25,O=C(NCCCn1ccnc1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,280,6.55
CHEMBL4072261,,None,356.43,0,4.13,N#Cc1c[nH]c2nc(Nc3ccc4c(C5CCNCC5)c[nH]c4c3)ccc12,17800,4.75
CHEMBL3814610,,None,264.33,0,2.87,Nc1nc(NCCc2ccccc2)nc2ccccc12,25000,
CHEMBL3814270,,None,329.2,0,3.59,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,22300,4.65
CHEMBL1083207,,None,255.28,0,2.66,CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,137,6.86
CHEMBL196070,,None,336.29,0,4.18,CC(c1ccc(-c2ccc(C(F)(F)F)cc2)c(F)c1)c1nnn[nH]1,,
CHEMBL194020,,None,369.26,1,6.24,CC(C(=O)OC(C)(C)C)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,20000,4.7
CHEMBL3971579,,None,458.53,0,4.99,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(F)cc4)CC3)cc1)C2,,
CHEMBL3930181,,None,454.57,1,5.16,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(C)cc4)CC3)cc1)C2,,
CHEMBL3913721,,None,458.51,0,4.08,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(C(=O)c4ccoc4)CC3)cc1)C2,10900,4.96
CHEMBL2048304,,None,275.31,0,3.24,CNc1ccc(-c2nc3ccc(O)cc3s2)nc1F,44,7.36
CHEMBL3799703,,None,450.49,0,3.93,COc1ccc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,65.5,7.18
CHEMBL231248,,None,560.16,2,5.72,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,60,7.22
CHEMBL3403816,,None,701.05,2,6.11,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,110,6.96
CHEMBL492024,,None,265.31,0,4.19,COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,820,6.09
CHEMBL4799871,,None,333.39,0,3.98,O=C(NO)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,20000,
CHEMBL4757035,,None,347.35,0,4.39,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(F)cc23)cc1,20000,
CHEMBL382721,,None,356.39,0,4.17,O=C(O)C1(c2ccc(-c3ccc(OC4CCOCC4)cc3)c(F)c2)CC1,,
CHEMBL3741111,,None,456.58,0,4.41,CC1=CC[C@@H]2[C@@]3(C)[C@@H](O)CC(=O)OC(C)(C)[C@@H]3CC[C@@]2(C)[C@]12Cc1c(c(C)c(C)oc1=O)O2,300000,
CHEMBL3740688,,None,461.56,0,3.08,CN1C(=O)[C@@]23CCC(=O)N2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4C=CC(C)(C)O1)C(C)(C)[C@@H]2C3,186600,
CHEMBL97247,,None,509.1,2,5.05,CN(C)CCN(C)Cc1cc(NC(=O)CN2CCCCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,1700,5.77
CHEMBL4226951,,None,574.81,1,4.85,O=C(NCCN1CCCCC1)c1cc(Nc2ccccc2CN2CCCCC2)cc(C(=O)NCCN2CCCCC2)c1,4100,5.39
CHEMBL4226959,,None,561.86,1,4.33,CN1CCN(Cc2ccccc2Nc2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,10000,
CHEMBL4226530,,None,546.85,1,4.25,CN1CCN(Cc2ccccc2-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)CC1,10000,
CHEMBL94521,,None,494.04,0,4.89,O=C(CN1CCCCC1)Nc1cc(CN2CCOCC2)cc(Nc2ccnc3cc(Cl)ccc23)c1,3100,5.51
CHEMBL4228998,,None,559.8,1,4.77,O=C(NCCN1CCCCC1)c1cc(C(=O)NCCN2CCCCC2)cc(-c2ccccc2CN2CCCCC2)c1,9400,5.03
CHEMBL9323,DIHYDROKAEMPFEROL,None,288.25,0,1.48,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,500000,
CHEMBL140,,None,368.39,0,3.37,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,800,6.1
CHEMBL240069,,None,512.07,1,2.94,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,27,7.57
CHEMBL236196,,None,471.02,0,3.79,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,104,6.98
CHEMBL393941,,None,540.13,1,3.72,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,39,7.41
CHEMBL394132,,None,529.1,1,4.19,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,20,7.7
CHEMBL4129983,,None,327.34,0,1.92,O=C(/C=C/c1ccc(O)cc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,100000,
CHEMBL2296789,N-CAFFEOYL-DOPA METHYL ESTER,None,373.36,0,1.42,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)/C=C/c1ccc(O)c(O)c1,4900,5.31
CHEMBL2337290,,None,294.31,0,3.84,Oc1ccc(-c2ccccc2-c2ccc(O)c(O)c2)cc1O,2700,5.57
CHEMBL2337293,,None,294.31,0,3.84,Oc1ccc(-c2cccc(-c3ccc(O)c(O)c3)c2)cc1O,3700,5.43
CHEMBL4226059,,None,433.51,0,3.32,COc1ccc(/C=C/C(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1OC,18940,4.72
CHEMBL4227890,,None,391.45,0,3.44,O=C(/C=C/c1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,11440,4.94
CHEMBL4226831,,None,405.5,0,3.23,COc1ccc(CCC(=O)N2CCN(Cc3ccc(O)c4ncccc34)CC2)cc1,18280,4.74
CHEMBL405110,METHYLTHIONINIUM CHLORIDE,None,319.86,0,2.5,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],500,6.3
CHEMBL489994,,None,279.34,0,4.65,CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,800,6.1
CHEMBL489792,,None,323.39,0,4.69,COc1ccc2oc(/C=C/c3ccc(N(C)C)c(OC)c3)cc2c1,160,6.8
CHEMBL4851753,,None,370.81,0,2.68,O=C(O)c1cc(S(=O)(=O)NC2CC2)c(Cl)cc1NCc1ccco1,,
CHEMBL4776150,,None,660.6,2,6.88,Oc1cc(CN(Cc2ccccn2)Cc2ccccn2)cc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1.[Br-],12530,4.9
CHEMBL3692699,,None,531.07,2,5.66,O=C(/C=C/c1ccc(F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,84000,4.08
CHEMBL194645,,None,245.25,0,3.08,CC(C(=O)O)c1ccc(-c2ccncc2)c(F)c1,,
CHEMBL2386722,,None,448.41,0,2.26,COCC[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,49,7.31
CHEMBL4170265,,None,383.74,1,5.17,Fc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,18550,4.73
CHEMBL196246,,None,324.27,0,4.63,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,111000,
CHEMBL196947,,None,348.37,0,4.98,O=C(O)C1(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)c(F)c2)CC1,31600,4.5
CHEMBL3629738,,None,454.92,0,4.89,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCC[C@]3(CCOC3)[C@@H]1COc1c(F)ccc(F)c12,13.9,7.86
CHEMBL2048300,,None,287.29,0,3.28,COc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,35,7.46
CHEMBL2048301,,None,287.29,0,3.37,Oc1ccc2nc(-c3ccc(NCCCF)nc3)oc2c1,395,6.4
CHEMBL196321,,None,274.29,0,3.69,COc1ccc(-c2ccc(C(C)C(=O)O)cc2F)cc1,,
CHEMBL3667027,,None,548.39,1,4.94,CCOC(=O)C(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,140,6.85
CHEMBL231545,,None,560.16,2,5.72,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,180,6.75
CHEMBL425304,,None,508.04,1,2.99,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,880,6.06
CHEMBL4108431,,None,511.81,1,3.75,COCC[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,380,6.42
CHEMBL4114995,,None,457.39,0,1.78,C[C@]1(c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,310,6.51
CHEMBL4108335,,None,443.36,0,1.39,C[C@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,480,6.32
CHEMBL4111699,,None,447.78,0,3.02,C[C@]1(c2nc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)N=C(N)OCC1(F)F,57,7.24
CHEMBL4111183,,None,463.79,0,3.83,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,58,7.24
CHEMBL208350,,None,520.72,2,5.3,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(C)c3)c2)C1=O,17,7.77
CHEMBL3942223,,None,552.45,2,5.7,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,79,7.1
CHEMBL3629743,,None,586,2,5.02,O=S(=O)(N1CC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)C1)C(F)(F)F,23.3,7.63
CHEMBL3905228,,None,552.45,2,5.7,C[P@]1(=O)OC[C@@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,397,6.4
CHEMBL1171643,DAURICHROMENIC ACID,None,370.49,1,6.04,CC(C)=CCC/C(C)=C/CC[C@@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,24700,4.61
CHEMBL570378,,None,257.32,0,3.11,CNc1ccc(-c2nc3ccc(O)cc3s2)cn1,22,7.66
CHEMBL2048306,,None,275.31,0,3.24,CNc1ccc(-c2nc3ccc(O)cc3s2)c(F)n1,124,6.91
CHEMBL2048310,,None,258.25,0,3.38,CNc1ncc(-c2cc3cc(O)ccc3o2)cc1F,30,7.52
CHEMBL3667020,,None,562.42,2,5.33,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,440,6.36
CHEMBL3667029,,None,578.46,2,5.78,COCOCCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,500,6.3
CHEMBL3667031,,None,564.43,1,4.78,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,700,6.16
CHEMBL3893238,,None,508.54,2,5.87,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN(c4ccc(C(F)(F)F)cc4)CC3)cc1)C2,,
CHEMBL4227708,,None,531.83,2,5.49,c1ccc(-c2cc(CNCCN3CCCCC3)cc(CNCCN3CCCCC3)c2)c(CN2CCCCC2)c1,10000,
CHEMBL3589106,,None,594.57,2,6.35,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4c(OC)cc(O)c5c(=O)cc(-c6ccc(OC)cc6)oc45)c3o2)cc1,50000,
CHEMBL453479,KAYAFLAVONE,None,580.55,2,6.04,COc1ccc(-c2cc(=O)c3c(O)cc(OC)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1,50000,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,12430,4.91
CHEMBL3959097,,None,409.45,0,4.13,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1,56,7.25
CHEMBL3672720,,None,350.85,0,4.11,CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CCC21CC1,11,7.96
CHEMBL3667030,,None,575.46,2,5.24,CN(C)C(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,500,6.3
CHEMBL3639383,,None,406.36,0,4.38,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O,130,6.89
CHEMBL150,KAEMPFEROL,None,286.24,0,2.28,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,75100,4.12
CHEMBL4176742,,None,490.88,0,3.36,Cc1cc(N2CCN(c3nc(Cl)nc(Nc4cccc(C(F)(F)F)c4)n3)CC2)n2ncnc2n1,10430,4.98
CHEMBL4065718,,None,283.76,0,3.94,Clc1nc(NCCc2ccccc2)c2ccccc2n1,5000,5.3
CHEMBL4089722,,None,336.36,0,4.2,COc1ccc(CNc2nc(N=[N+]=[N-])nc3ccccc23)cc1OC,7200,5.14
CHEMBL4100806,,None,325.37,0,3.01,COc1ccc(CCNc2nc(O)nc3ccccc23)cc1OC,10400,4.98
CHEMBL4083601,,None,306.41,0,4.11,CCCNc1nc(NCCc2ccccc2)c2ccccc2n1,4400,5.36
CHEMBL258752,,None,344.36,0,3.32,COc1ccc(C(=O)/C=C/c2cc(OC)c(OC)cc2OC)c(O)c1,10200,4.99
CHEMBL2408262,,None,401.46,1,5.17,COc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(C)cc3C)cc2)c(O)c1,8300,5.08
CHEMBL4108644,,None,479.8,0,2.81,CC(F)(F)c1nc(N)c(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)nc1Cl,6500,5.19
CHEMBL524141,,None,293.37,0,4.68,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,70,7.16
CHEMBL490808,,None,301.77,0,4.35,CNc1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1.Cl,2160,5.67
CHEMBL4173299,,None,599.98,3,5.24,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(Nc4ccc(F)c(Cl)c4)n3)CC2)n2ncnc2n1,16290,4.79
CHEMBL1084946,,None,268.27,0,2.6,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1,33,7.48
CHEMBL2203386,,None,270.27,0,2.42,CN1CCc2cc(-c3nc4ccc(F)nc4o3)cnc21,47,7.33
CHEMBL4846858,,None,416.47,0,3.9,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CCCC1=C/C(=C\C(C)(C)O)OC1=O,51400,4.29
CHEMBL4871044,,None,406.52,0,4.23,C/C(=C\Cc1c(O)cc(C)c(C(=O)O)c1O)CC/C=C(\C)CC[C@H](O)C(C)(C)O,53300,4.27
CHEMBL2012313,CEREBROSIDE,None,742.09,3,6.91,CCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCCC,62700,4.2
CHEMBL513978,GRIFOLIC ACID,None,372.51,1,6.07,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,20300,4.69
CHEMBL4125745,,None,311.34,0,2.22,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccc(O)cc1)C(=O)O,100000,
CHEMBL3276007,,None,295.34,0,2.51,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O,100000,
CHEMBL115421,,None,359.33,1,1.33,O=C(/C=C/c1ccc(O)c(O)c1)N[C@H](Cc1ccc(O)c(O)c1)C(=O)O,1600,5.8
CHEMBL4176666,,None,511.52,2,3.28,Cc1cc(N2CCN(c3nc(Nc4cccc(C(F)(F)F)c4)nc(NC4CC4)n3)CC2)n2ncnc2n1,,
CHEMBL4111029,,None,425.37,0,1.44,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,840,6.08
CHEMBL3971184,,None,586.03,1,3.64,O=c1ccc(S(=O)(=O)CC[C@@H]2OCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OCC23)c[nH]1,18.7,7.73
CHEMBL4167322,,None,379.39,0,2.62,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1,23540,4.63
CHEMBL4114553,,None,459.82,0,1.66,C[C@]1(c2nc(NC(=O)c3ncc(OCCCl)nc3N)ccc2F)N=C(N)OCC1(F)F,2900,5.54
CHEMBL515387,GOSOGLIPTIN,3,366.42,0,0.2,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,30000,
CHEMBL2436699,,None,602.78,2,6.78,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,14900,4.83
CHEMBL2436695,,None,602.78,2,6.78,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,16400,4.79
CHEMBL197456,,None,278.71,0,4.33,CC(C(=O)O)c1ccc(-c2ccccc2Cl)c(F)c1,,
CHEMBL264006,,None,326.41,1,5.73,CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,46000,4.34
